Artist,Title,Album,Date,Lyric,Year,Unnamed: 0
Taylor Swift,...Ready for It,reputation,9/3/2017,knew he was a killer first time that i saw him wondered how many girls he had loved and left haunted but if he's a ghost then i can be a phantom holdin' him for ransom some some boys are tryin' too hard he don't try at all though younger than my exes but he act like such a man so i see nothing better i keep him forever like a vendettata  pre i i i see how this is gon' go touch me and you'll never be alone iisland breeze and lights down low no one has to know   in the middle of the night in my dreams you should see the things we do baby in the middle of the night in my dreams i know i'm gonna be with you so i take my time are you ready for it   knew i was a robber first time that he saw me stealing hearts and running off and never sayin' sorry but if i'm a thief then he can join the heist and we'll move to an island and and he can be my jailer burton to this taylor every love i've known in comparison is a failure i forget their names now i'm so very tame now never be the same now now  pre i i i see how this is gon' go touch me and you'll never be alone iisland breeze and lights down low no one has to know no one has to know   in the middle of the night in my dreams you should see the things we do baby in the middle of the night in my dreams i know i'm gonna be with you so i take my time are you ready for it oh are you ready for it  refrain baby let the games begin let the games begin let the games begin baby let the games begin let the games begin let the games begin  pre i i i see how this is gon' go touch me and you'll never be alone iisland breeze and lights down low no one has to know   in the middle of the night night in my dreams my dreams you should see the things we do we do baby baby hmm eh in the middle of the night in my dreams my dreams i know i'm gonna be with you i know i'm gonna be with you so i take my time in the middle of the night  refrain baby let the games begin let the games begin let the games begin are you ready for it baby let the games begin let the games begin let the games begin are you ready for it,2017,10
Taylor Swift,Blank Space,1989,10/27/2014,nice to meet you where you been i could show you incredible things magic madness heaven sin saw you there and i thought oh my god look at that face you look like my next mistake love's a game wanna play ayy   new money suit and tie i can read you like a magazine ain't it funny rumors fly and i know you heard about me so hey let's be friends i'm dyin' to see how this one ends grab your passport and my hand i can make the bad guys good for a weekend   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name   cherry lips crystal skies i could show you incredible things stolen kisses pretty lies you're the king baby i'm your queen find out what you want be that girl for a month wait the worst is yet to come oh no  4 screaming crying perfect storms i can make all the tables turn rose garden filled with thorns keep you second guessin' like oh my god who is she i get drunk on jealousy but you'll come back each time you leave 'cause darling i'm a nightmare dressed like a daydream   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name   boys only want love if it's torture don't say i didn't say i didn't warn ya boys only want love if it's torture don't say i didn't say i didn't warn ya   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name,2014,11
Taylor Swift,my tears ricochet,folklore,7/24/2020,we gather here we line up weepin' in a sunlit room and if i'm on fire you'll be made of ashes too even on my worst day did i deserve babe all the hell you gave me 'cause i?loved?you?i swear i?loved you 'til my?dying day   i didn't have it in myself to go with grace and you're the hero flying around saving face and if i'm dead to you why are you at the wake cursing my name wishing i stayed look at how my tears ricochet   we gather stones never knowing what they'll mean some to throw some to make a diamond ring you know i didn't want to have to haunt you but what a ghostly scene you wear the same jewels that i gave you as you bury me   i didn't have it in myself to go with grace 'cause when i'd fight you used to tell me i was brave and if i'm dead to you why are you at the wake cursing my name wishing i stayed look at how my tears ricochet   and i can go anywhere i want anywhere i want just not home and you can aim for my heart go for blood but you would still miss me in your bones and i still talk to you when i'm screaming at the sky and when you can't sleep at night you hear my stolen lullabies   i didn't have it in myself to go with grace and so the battleships will sink beneath the waves you had to kill me but it killed you just the same cursing my name wishing i stayed you turned into your worst fears and you're tossing out blame drunk on this pain crossing out the good years and you're cursing my name wishing i stayed look at how my tears ricochet,2020,12
Taylor Swift,willow,evermore,12/11/2020,i'm like the water when your ship rolled in that night rough on the surface but you cut through like a knife and if it was an openshut case i never would've known from that look on your face lost in your current like a priceless wine   the more that you say the less i know wherever you stray i follow i'm begging for you to take my hand wreck my plans that's my man   life was a willow and it bent right to your wind head on the pillow i could feel you sneakin' in as if you were a mythical thing like you were a trophy or a champion ring and there was one prize i'd cheat to win   the more that you say the less i know wherever you stray i follow i'm begging for you to take my hand wreck my plans that's my man you know that my train could take you home anywhere else is hollow i'm begging for you to take my hand wreck my plans that's my man   life was a willow and it bent right to your wind they count me out time and time again life was a willow and it bent right to your wind but i come back stronger than a '90s trend   wait for the signal and i'll meet you after dark show me the places where the others gave you scars now this is an openshut case i guess i should've known from the look on your face every baitandswitch was a work of art   the more that you say the less i know wherever you stray i follow i'm begging for you to take my hand wreck my plans that's my man you know that my train could take you home anywhere else is hollow i'm begging for you to take my hand wreck my plans that's my man the more that you say the less i know wherever you stray i follow i'm begging for you to take my hand wreck my plans that's my man you know that my train could take you home anywhere else is hollow i'm begging for you to take my hand wreck my plans that's my man   hey that's my man that's my man yeah that's my man every baitandswitch was a work of art that's my man hey that's my man i'm begging for you to take my hand wreck my plans that's my man,2020,13
Taylor Swift,champagne problems,evermore,12/11/2020,you booked the night train for a reason so you could sit there in this hurt bustling crowds or silent sleepers you're not sure which is worse   because i dropped your hand while dancing left you?out?there?standing crestfallen on the?landing champagne problems your mom's?ring in your pocket my picture in your wallet your heart was glass i dropped it champagne problems   you told your family for a reason you couldn't keep it in your sister splashed out on the bottle now no one's celebrating   dom p?ignon you brought it no crowd of friends applauded your hometown skeptics called it champagne problems you had a speech you're speechless love slipped beyond your reaches and i couldn't give a reason champagne problems   your midas touch on the chevy door november flush and your flannel cure this dorm was once a madhouse i made a joke well it's made for me how evergreen our group of friends don't think we'll say that word again and soon they'll have the nerve to deck the halls that we once walked through one for the money two for the show i never was ready so i watch you go sometimes you just don't know the answer 'til someone's on their knees and asks you she would've made such a lovely bride what a shame she's fucked in the head they said but you'll find the real thing instead she'll patch up your tapestry that i shred   and hold your hand while dancing never leave you standing crestfallen on the landing with champagne problems your mom's ring in your pocket her picture in your wallet you won't remember all my champagne problems   you won't remember all my champagne problems,2020,14
Taylor Swift,invisible string,folklore,7/24/2020,green was the color of the grass where i used to read at centennial park i used to think i would meet somebody there teal was the color of your shirt when you were sixteen at the yogurt shop you?used?to?work at to?make a little?money   time curious time gave me no compasses gave me no signs were there clues i didn't see and isn't it just so pretty to think all along there was some invisible string tying you to me oohoohoohooh   bad was the blood of the song in the cab on your first trip to la you ate at my favorite spot for dinner bold was the waitress on our threeyear trip getting lunch down by the lakes she said i looked like an american singer   time mystical time cutting me open then healing me fine were there clues i didn't see and isn't it just so pretty to think all along there was some invisible string tying you to me oohoohoohooh   a string that pulled me out of all the wrong arms right into that dive bar something wrapped all of my past mistakes in barbed wire chains around my demons wool to brave the seasons one single thread of gold tied me to you   cold was the steel of my axe to grind for the boys who broke my heart now i send their babies presents gold was the color of the leaves when i showed you around centennial park hell was the journey but it brought me heaven   time wondrous time gave me the blues and then purplepink skies and it's cool baby with me and isn't it just so pretty to think all along there was some invisible string tying you to me oohoohoohooh me oohoohoohooh   ahahah ahahah,2020,15
Taylor Swift,the last great american dynasty,folklore,7/24/2020,rebekah rode up on the afternoon train it was sunny her saltbox house on the coast took her mind off st louis bill was the heir to the standard oil name and money and the town said how?did?a?middleclass divorc? do?it the wedding was?charming if a little gauche there's only so far new money goes they picked out a home and called it holiday house their parties were tasteful if a little loud the doctor had told him to settle down it must have been her fault his heart gave out   and they said there goes the last great american dynasty who knows if she never showed up what could've been there goes the maddest woman this town has ever seen she had a marvelous time ruining everything   rebekah gave up on the rhode island set forever flew in all her bitch pack friends from the city filled the pool with champagne and swam with the big names and blew through the money on the boys and the ballet and losing on card game bets with dal?? and they said there goes the last great american dynasty who knows if she never showed up what could've been there goes the most shameless woman this town has ever seen she had a marvelous time ruining everything   they say she was seen on occasion pacing the rocks staring out at the midnight sea and in a feud with her neighbor she stole his dog and dyed it key lime green fifty years is a long time holiday house sat quietly on that beach free of women with madness their men and bad habits and then it was bought by me   who knows if i never showed up what could've been there goes the loudest woman this town has ever seen i had a marvelous time ruining everything   i had a marvelous time ruining everything a marvelous time ruining everything a marvelous time i had a marvelous time,2020,16
Taylor Swift,Delicate,reputation,11/10/2017,this ain't for the best my reputation's never been worse so you must like me for me we can't make any promises now can we babe but you can make me a drink   dive bar on the east side where you at phone lights up my nightstand in the black come here you can meet me in the back dark jeans and your nikes look at you oh damn never seen that color blue just think of the fun things we could do 'cause i like you  pre this ain't for the best my reputation's never been worse so you must like me for me yeah i want you we can't make any promises now can we babe but you can make me a drink   is it cool that i said all that is it chill that you're in my head 'cause i know that it's delicate delicate is it cool that i said all that is it too soon to do this yet 'cause i know that it's delicate isn't it isn't it isn't it isn't it isn't it isn't it isn't it isn't it delicate   third floor on the west side me and you handsome you're a mansion with a view do the girls back home touch you like i do long night with your hands up in my hair echoes of your footsteps on the stairs stay here honey i don't wanna share 'cause i like you  pre this ain't for the best my reputation's never been worse so you must like me for me yeah i want you we can't make any promises now can we babe but you can make me a drink   is it cool that i said all that is it chill that you're in my head 'cause i know that it's delicate delicate is it cool that i said all that is it too soon to do this yet 'cause i know that it's delicate isn't it isn't it isn't it isn't it isn't it isn't it isn't it isn't it delicate   sometimes i wonder when you sleep are you ever dreaming of me sometimes when i look into your eyes i pretend you're mine all the damn time 'cause i like you   is it cool that i said all that is it chill that you're in my head 'cause i know that it's delicate delicate yeah i want you is it cool that i said all that is it too soon to do this yet 'cause i know that it's delicate delicate 'cause i like you is it cool that i said all that isn't it isn't it isn't it isn't it is it chill that you're in my head isn't it isn't it isn't it isn't it 'cause i know that it's delicate isn't it isn't it isn't it isn't it yeah i want you is it cool that i said all that isn't it isn't it isn't it isn't it is it too soon to do this yet isn't it isn't it isn't it 'cause i know that it's delicate isn't it delicate,2017,17
Taylor Swift,Call It What You Want,reputation,11/3/2017,my castle crumbled overnight i brought a knife to a gunfight they took the crown but it's alright all the liars are calling me one nobody's heard from me for months i'm doin' better than i ever was 'cause   my baby's fit like a daydream walking with his head down i'm the one he's walking to so call it what you want yeah call it what you want to my baby's fly like a jet stream high above the whole scene loves me like i'm brand new so call it what you want yeah call it what you want to   all my flowers grew back as thorns windows boarded up after the storm he built a fire just to keep me warm all the drama queens taking swings all the jokers dressing up as kings they fade to nothing when i look at him and i know i make the same mistakes every time s burn i never learn at least i did one thing right i did one thing right i'm laughing with my lover makin' forts under covers trust him like a brother yeah you know i did one thing right starry eyes sparkin' up my darkest night   my baby's fit like a daydream walking with his head down i'm the one he's walking to so call it what you want yeah call it what you want to my baby's fly like a jet stream high above the whole scene loves me like i'm brand new call it what you want call it what you want call it so call it what you want yeah call it what you want to   i want to wear his initial on a chain 'round my neck chain 'round my neck not because he owns me but 'cause he really knows me which is more than they can say i i recall late november holding my breath slowly i said you don't need to save me but would you run away with me yes would you run away   my baby's fit like a daydream walking with his head down i'm the one he's walking to call it what you want call it what you want call it so call it what you want yeah call it what you want to my baby's fly like a jet stream high above the whole scene loves me like i'm brand new call it what you want call it what you want call it so call it what you want yeah call it what you want to   call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want call it what you want call it call it what you want yeah call it what you want to,2017,18
Taylor Swift,Cruel Summer,Lover,8/23/2019,yeah yeah yeah yeah   fever dream high in the quiet of the night you know that i caught it oh yeah you're right i want it bad bad boy shiny toy with a price you know that i bought it oh yeah you're right i want it  pre killing me slow out the window i'm always waiting for you to be waiting below devils roll the dice angels roll their eyes what doesn't kill me makes me want you more   and it's new the shape of your body it's blue the feeling i've got and it's ooh whoa oh it's a cruel summer it's cool that's what i tell 'em no rules in breakable heaven but ooh whoa oh it's a cruel summer with you   hang your head low in the glow of the vending machine i'm not dying oh yeah you're right i want it we say that we'll just screw it up in these trying times we're not trying oh yeah you're right i want it  pre  so cut the headlights summer's a knife i'm always waiting for you just to cut to the bone devils roll the dice angels roll their eyes and if i bleed you'll be the last to know   oh it's new the shape of your body it's blue the feeling i've got and it's ooh whoa oh it's a cruel summer it's cool that's what i tell 'em no rules in breakable heaven but ooh whoa oh it's a cruel summer with you   i'm drunk in the back of the car and i cried like a baby coming home from the bar oh said i'm fine but it wasn't true i don't wanna keep secrets just to keep you and i snuck in through the garden gate every night that summer just to seal my fate oh and i scream for whatever it's worth i love you ain't that the worst thing you ever heard he looks up grinning like a devil   it's new the shape of your body it's blue the feeling i've got and it's ooh whoa oh it's a cruel summer it's cool that's what i tell 'em no rules in breakable heaven but ooh whoa oh it's a cruel summer with you   i'm drunk in the back of the car and i cried like a baby coming home from the bar oh said i'm fine but it wasn't true i don't wanna keep secrets just to keep you and i snuck in through the garden gate every night that summer just to seal my fate oh and i scream for whatever it's worth i love you ain't that the worst thing you ever heard yeah yeah yeah yeah,2019,19
Dua Lipa,New Rules,Dua Lipa,6/2/2017,one one one one one   talkin' in my sleep at night makin' myself crazy out of my mind out of my mind wrote it down and read it out hopin' it would save me too many times too many times  refrain my love he makes me feel like nobody else nobody else but my love he doesn't love me so i tell myself i tell myself  pre one don't pick up the phone you know he's only callin' 'cause he's drunk and alone two don't let him in you'll have to kick him out again three don't be his friend you know you're gonna wake up in his bed in the morning and if you're under him you ain't gettin' over him   i got new rules i count 'em i got new rules i count 'em i gotta tell them to myself i got new rules i count 'em i gotta tell them to myself   i keep pushin' forwards but he keeps pullin' me backwards nowhere to turn no way nowhere to turn no now i'm standin' back from it i finally see the pattern i never learn i never learn  refrain but my love he doesn't love me so i tell myself i tell myself i do i do i do  pre one don't pick up the phone you know he's only callin' 'cause he's drunk and alone two don't let him in you'll have to kick him out again three don't be his friend you know you're gonna wake up in his bed in the morning and if you're under him you ain't gettin' over him   i got new rules i count 'em i got new rules i count 'em i gotta tell them to myself i got new rules i count 'em i gotta tell them to myself   practice makes perfect i'm still tryna learn it by heart i got new rules i count 'em eat sleep and breathe it rehearse and repeat it 'cause i i got new  pre one don't pick up the phone yeah you know he's only callin' 'cause he's drunk and alone alone two don't let him in uhooh you'll have to kick him out again again three don't be his friend you know you're gonna wake up in his bed in the morning and if you're under him you ain't gettin' over him   i got new rules i count 'em i got new rules i count 'em whoaooh whoaooh whoa i gotta tell them to myself i got new rules i count 'em baby you know i count 'em i gotta tell them to myself   don't let him in don't let him in don't don't don't don't don't be his friend don't be his friend don't don't don't don't don't let him in don't let him in don't don't don't don't don't be his friend don't be his friend don't don't don't don't you're gettin' over him,2017,0
Dua Lipa,Don Start Now,Future Nostalgia,11/1/2019,if you don't wanna see me   did a full 80 crazy thinking 'bout the way i was did the heartbreak change me maybe but look at where i ended up i'm all good already so moved on it's scary i'm not where you left me at all so  pre if you don't wanna see me dancing with somebody if you wanna believe that anything could stop me   don't show up don't come out don't start caring about me now walk away you know how don't start caring about me now   aren't you the guy who tried to hurt me with the word goodbye though it took some time to survive you i'm better on the other side i'm all good already so moved on it's scary i'm not where you left me at all so  pre if you don't wanna see me dancing with somebody if you wanna believe that anything could stop me don't don't don't   don't show up don't come out don't start caring about me now walk away you know how don't start caring about me now 'bout me now 'bout me   up up don't come out out out don't show up up up don't start now oh up up don't come out out i'm not where you left me at all so  pre if you don't wanna see me dancing with somebody if you wanna believe that anything could stop me   don't show up don't show up don't come out don't come out don't start caring about me now 'bout me now walk away walk away you know how you know how don't start caring about me now so   up up don't come out out out don't show up up up walk away walk away so up up don't come out out out don't show up up up walk away walk away oh,2019,1
Dua Lipa,IDGAF,Dua Lipa,6/2/2017,you call me all friendly tellin' me how much you miss me that's funny i guess you've heard my songs well i'm too busy for your business go find a girl who wants to listen 'cause if you think i was born yesterday you have got me wrong  pre so i cut you off i don't need your love 'cause i already cried enough i've been done i've been movin' on since we said goodbye i cut you off i don't need your love so you can try all you want your time is up i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up 'cause if you think i care about you now well boy i don't give a fuck   i remember that weekend when my best friend caught you creepin' you blamed it all on the alcohol so i made my decision 'cause you made your bed sleep in it play the victim and switch your position i'm through i'm done  pre so i cut you off i don't need your love 'cause i already cried enough i've been done i've been movin' on since we said goodbye i cut you off i don't need your love so you can try all you want your time is up i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up 'cause if you think i care about you now well boy i don't give a fuck  post i see you tryna get to me i see you beggin' on your knees boy i don't give a fuck so stop tryna get to me tch get up off your knees 'cause boy i don't give a fuck   about you no i don't give a damn you keep reminiscin' on when you were my man but i'm over you now you're all in the past you talk all that sweet talk but i ain't comin' back  breakdown cut you off i don't need your love so you can try all you want your time is up i'll tell you why i'll tell you why   you say you're sorry but it's too late now so save it get gone shut up too late now 'cause if you think i care about you now well boy i don't give a fuck boy i don't give a  post i see you tryna get to me i see you beggin' on your knees boy i don't give a fuck so stop tryna get to me get to me tch get up off your knees 'cause boy i don't give a fuck,2017,2
Dua Lipa,Blow Your Mind (Mwah),Dua Lipa,8/26/2016,i know it's hot i know we've got something that money can't buy fighting in fits biting your lip loving 'til late in the night  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah mwah mwah mwah mwah   yeah i'm so bad best that you've had i guess you're diggin' the show open the door you want some more when you wanna leave let me know  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah  breakdown and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah hey and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind hey  pre tell me i'm too crazy you can't tame me can't tame me tell me i have changed but i'm the same me old same me inside hey mwah   if you don't like the way i talk then why am i on your mind if you don't like the way i rock then finish your glass of wine we fight and we argue you'll still love me blind if we don't fuck this whole thing up guaranteed i can blow your mind mwah  post and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah and tonight i'm alive ain't no dollar sign guaranteed i can blow your mind mwah,2016,3
Dua Lipa,Be the One,Dua Lipa,10/30/2015,i see the moon i see the moon i see the moon oh when you're looking at the sun i'm not a fool i'm not a fool not a fool no you're not fooling anyone  pre oh but when you're gone when you're gone when you're gone oh baby all the lights go out thinking oh that baby i was wrong i was wrong i was wrong come back to me baby we can work this out   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one i could be the one   i see in blue i see in blue i see in blue oh when you see everything in red there is nothing that i wouldn't do for you do for you do for you oh 'cause you got inside my head  pre oh but when you're gone when you're gone when you're gone oh baby all the lights go out thinking oh that baby i was wrong i was wrong i was wrong come back to me baby we can work this out   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one   be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one i could be the one be the one be the one be the one be the one be the one be the one will you be mine   oh baby come on let me get to know you just another chance so that i can show that i won't let you down and run no i won't let you down and run 'cause i could be the one i could be the one i could be the one,2015,4
Dua Lipa,Break My Heart,Future Nostalgia,3/25/2020,i've always been the one to say the first goodbye had to love and lose a hundred million times had to get it wrong to know just what i like now i'm falling you say my name like i have never heard before i'm indecisive but this time i know for sure i hope i'm not the only one that feels it all are you falling  pre centre of attention you know you can get whatever you want from me whenever you want it baby it's you in my reflection i'm afraid of all the things it could do to me if i would've known it baby   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart   i wonder when you go if i stay on your mind two can play that game but you win me every time everyone before you was a waste of time yeah you got me  pre centre of attention you know you can get whatever you want from me whenever you want it baby it's you in my reflection i'm afraid of all the things it could do to me if i would've known it baby   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home i would've stayed at home 'cause i 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart   ooh break my heart ooh break my heart ooh am i falling in love with the one that could break my heart   i would've stayed at home 'cause i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home i would've stayed at home 'cause i 'cause now there ain't no letting you go am i falling in love with the one that could break my heart oh no oh no i was doing better alone but when you said hello i knew that was the end of it all i should've stayed at home 'cause now there ain't no letting you go am i falling in love with the one that could break my heart,2020,5
Dua Lipa,Homesick,Dua Lipa,6/2/2017,dua lipa here where the sky's falling i'm covered in blue i'm running and i'm crawling fighting for you when the rain stops then darling what will i do and i know i go all in but why do i   dua lipa you give me a reason something to believe in i know i know i know you give me a meaning something i can breathe in i know i know i know it's a bittersweet feeling longing and i'm leaving i go i go i go but i wish i was there with you oh i wish i was there with you   dua lipa  chris martin there's a crack in my window a bird in my room angels all over that watch over you when i'm walking on water all my dreams have come true still nothing means nothing without you you   dua lipa  chris martin you give me a reason something to believe in i know i know i know you give me a meaning something i can breathe in i know i know i know it's a bittersweet feeling longing and i'm leaving i go i go i go tell my heart to lie but i know deep inside it's true that i wish i was there with you that i wish i was there with you oh i wish i was there with you   break   dua lipa  chris martin you give me a reason something to believe in i know i know i know you give me a meaning something i can breathe in i know i know i know it's a bittersweet feeling longing and i'm leaving i go i go i go tell my heart to lie but i know deep inside it's true that i wish i was there with you that i wish i was there with you oh i wish i was there with you,2017,6
Dua Lipa,Levitating,Future Nostalgia,3/27/2020,if you wanna run away with me i know a galaxy and i can take you for a ride i had a premonition that we fell into a rhythm where the music don't stop for life glitter in the sky glitter in my eyes shining just the way i like if you're feeling like you need a little bit of company you met me at the perfect time  pre you want me i want you baby my sugarboo i'm levitating the milky way we're renegading yeah yeah yeah yeah yeah   i got you moonlight you're my starlight i need you all night come on dance with me i'm levitating you moonlight you're my starlight you're the moonlight i need you all night come on dance with me i'm levitating   i believe that you're for me i feel it in our energy i see us written in the stars we can go wherever so let's do it now or never baby nothing's ever ever too far glitter in the sky glitter in our eyes shining just the way we are i feel like we're forever every time we get together but whatever let's get lost on mars  pre you want me i want you baby my sugarboo i'm levitating the milky way we're renegading yeah yeah yeah yeah yeah   i got you moonlight you're my starlight i need you all night come on dance with me i'm levitating you moonlight you're my starlight you're the moonlight i need you all night come on dance with me i'm levitating  post you can fly away with me tonight you can fly away with me tonight baby let me take you for a ride yeah yeah yeah yeah yeah i'm levitating woo you can fly away with me tonight you can fly away with me tonight baby let me take you for a ride yeah yeah yeah yeah yeah woo   my love is like a rocket watch it blast off and i'm feeling so electric dance my ass off and even if i wanted to i can't stop yeah yeah yeah yeah yeah my love is like a rocket watch it blast off and i'm feeling so electric dance my ass off and even if i wanted to i can't stop yeah yeah yeah yeah yeah  pre you want me i want you baby my sugarboo i'm levitating the milky way we're renegading   i got you yeah moonlight you're my starlight i need you all night all night come on dance with me i'm levitating woo  post you can fly away with me tonight tonight you can fly away with me tonight baby let me take you for a ride yeah yeah yeah yeah yeah take you for a ride i'm levitating woo you can fly away with me tonight tonight you can fly away with me tonight baby let me take you for a ride yeah yeah yeah yeah yeah let me take you for a ride   i got you moonlight you're my starlight you are my starlight i need you all night come on dance with me come on dance with me i'm levitating you moonlight you're my starlight you're the moonlight i need you all night come on dance with me i'm levitating,2020,7
Dua Lipa,Physical,Future Nostalgia,1/30/2020,common love isn't for us we created something phenomenal don't you agree don't you agree you got me feeling diamond rich nothing on this planet compares to it don't you agree don't you agree  pre who needs to go to sleep when i got you next to me   all night i'll riot with you i know you got my back and you know i got you so come on come on come on come on come on come on let's get physical lights out follow the noise baby keep on dancing like you ain't got a choice so come on come on come on come on come on let's get physical   adrenaline keeps on rushing in love the simulation we're dreaming in don't you agree don't you agree i don't wanna live another life 'cause this one's pretty nice living it up  pre who needs to go to sleep when i got you next to me   all night i'll riot with you i know you got my back and you know i got you so come on come on come on come on come on come on let's get physical lights out follow the noise baby keep on dancing like you ain't got a choice so come on come on come on come on come on let's get physical   hold on just a little tighter come on hold on tell me if you're ready come on come on come on baby keep on dancing let's get physical hold on just a little tighter come on hold on tell me if you're ready come on come on come on baby keep on dancing let's get physical   all night i'll riot with you i know you got my back and you know i got you so come on come on come on let's get physical lights out follow the noise baby keep on dancing like you ain't got a choice so come on come on come on come on come on let's get physical physical physical   let's get physical physical physical physical physical physical let's get physical physical physical come on phyphyphyphysical,2020,8
Dua Lipa,Hotter Than Hell,Dua Lipa,5/6/2016,ah yeah ah yeah   he calls me the devil i make him wanna sin every time i knock he can't help but let me in must be homesick for the real i'm the realest it gets you probably still adore me with my hands around your neck  pre can you feel the warmth yeah as my kiss goes down you like some sweet alcohol where i'm coming from yeah it's the darker side of me that makes you feel so numb   'cause im hot like hell does it burn when i'm not there and you're by yourself am i the answer to your prayers i'm giving you that pleasure heaven and i'll give it to you hotter than hell hotter than hell   you're my manna from heaven we all gotta get fed cant let me know i'm wanted cant let me in your head i'm not here to make you kneel but it's praise that i get you ain't gonna walk free boy not finished with you yet no  pre can you feel the warmth yeah as my kiss goes down you like some sweet alcohol where im coming from yeah it's the darker side of me that makes you feel so numb   'cause i'm hot like hell does it burn when i'm not there and you're by yourself am i the answer to your prayers i'm giving you that pleasure heaven and i'll give it to you hotter than hell hotter than hell   oh you're down right there you make me feel right there when you lay me down right there we just make it right there 'cause you're looking so right there baby you should touch me right there if you take me right there we could make it   'cause i'm hot like hell does it burn when i'm not there and you're by yourself am i the answer to your prayers i'm giving you that pleasure heaven and i'll give it to you hotter than hell hotter than hell hotter than hell hotter than hell and i'll give it to you hotter than hell,2016,9
Dua Lipa,Thinking out You,Dua Lipa,1/6/2017,am and my neighbors hate me music blasting shaking these walls this time mary jane won't save me i've been working later i've been drinking stronger i've been smoking deeper but the memories won't stop   i can't stop thinking 'bout you i can't stop thinking 'bout you i can't get high i can't get by i can't get through i can't stop thinking 'bout you   like poison coursing through me so clear my vision is blurred the haze won't put my mind at ease i've been sleeping later i've been breathing stronger i've been digging deeper but the memories won't stop   i can't stop thinking 'bout you i can't stop thinking 'bout you i can't get high i can't get by i can't get through i can't stop thinking 'bout you   i want you all say it before you run out of time i want you all say it before it's too late i want you all say what i am feeling now i want you all waiting is insane   i can't stop thinking 'bout you i can't stop thinking 'bout you i can't get high i can't get by i can't get through i can't stop thinking 'bout you i can't stop thinking 'bout you i can't get high i can't get by i can't get through i can't stop thinking 'bout you,2017,10
